Owner Role,Opportunity Owner,Account Name (DBA),Opportunity Name,Stage,Fiscal Period,Amount,Probability (%),Age,Fund/Close Date,Created Date,Next Step,Lead Source,Type,Website
Equity Fund,Carolyn Simmons,Innersense,Innersense - September 2019,Closed Lost,Q4-2019,,1/0/00,103,43830,43727,,Helio,,innersensebeauty.com
Equity Fund,Carolyn Simmons,MADE OF,MADE OF - September 2019,Closed Passed,Q4-2019,,1/0/00,95,43830,43735,,Helio,,madeof.com
Equity Fund,Carolyn Simmons,Shani Darden,Shani Darden - September 2019,Closed Lost,Q4-2019,,1/0/00,102,43830,43728,,Helio,,shanidarden.com
Equity Fund,Carolyn Simmons,RISE Brewing,RISE Brewing - September 2019,Closed Passed,Q4-2019,,1/0/00,99,43830,43731,,Helio,,risebrewingco.com
Equity Fund,Carolyn Simmons,Eighth Day Skincare,Eighth Day Skincare - September 2019,Closed Passed,Q4-2019,,1/0/00,99,43830,43731,,Helio,,eighthdayskin.com
Equity Fund,Carolyn Simmons,True Botanicals,True Botanicals - September 2019,Closed Passed,Q4-2019,,1/0/00,95,43830,43735,,Helio,,truebotanicals.com
Equity Fund,Carolyn Simmons,Moon Juice,Moon Juice - October 2019,Closed Passed,Q1-2020,,1/0/00,82,43831,43749,,Helio,,moonjuice.com
Equity Fund,Carolyn Simmons,Tiege Hanley,Tiege Hanley llc - September 2019,Closed Lost,Q1-2020,,1/0/00,104,43831,43727,,Helio,,tiege.com
Equity Fund,Carolyn Simmons,Clio Snack Company,Clio Snack Company - September 2019,Closed Lost,Q1-2020,,1/0/00,103,43831,43728,,Helio,,cliosnacks.com
Equity Fund,Carolyn Simmons,By Rosie Jane,By Rosie Jane - September 2019,Closed Passed,Q1-2020,,1/0/00,103,43831,43728,,Helio,,byrosiejane.com
Equity Fund,Carolyn Simmons,ThinkNoo,ThinkNoo - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43837,43837,,Manual,,thinknoo.com
Equity Fund,Carolyn Simmons,Risewell,Risewell - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43837,43837,,Manual,,risewell.com
Equity Fund,Carolyn Simmons,Mocktail Club,Mocktail Club - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43838,43838,,Manual,,mocktailclub.com
Equity Fund,Carolyn Simmons,Ghia,Ghia - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43838,43838,,Entrepreneur Referral,,drinkghia.com
Equity Fund,Carolyn Simmons,Shameless Pets,Shameless Pets - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43838,43838,,Helio,,shamelesspets.com
Equity Fund,Carolyn Simmons,Truth Nutrition,Truth Nutrition - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43838,43838,,Referral from Borrower,,truthnutrition.com
Equity Fund,Carolyn Simmons,Kips,Kips - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43838,43838,,Helio,,kipskalechips.com
Equity Fund,Carolyn Simmons,Tracie Martyn,Tracie Martyn - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43838,43838,,Entrepreneur Referral,,traciemartyn.com
Equity Fund,Carolyn Simmons,Mara Beauty,Mara Beauty - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43839,43839,,Helio,,themarabeauty.com
Equity Fund,Carolyn Simmons,Brooklyn Brittle,Brooklyn Brittle - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43839,43839,,Helio,,brooklynbrittle.com
Equity Fund,Carolyn Simmons,Hero Cosmetics,Hero Cosmetics - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43840,43840,,Helio,,herocosmetics.us
Equity Fund,Carolyn Simmons,Hudson Green,Hudson Green - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43843,43843,,Helio,,hudson-green.com
Equity Fund,Carolyn Simmons,Ficks & Co,Ficks & Co - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43844,43844,,Helio,,ficksdrink.com
Equity Fund,Carolyn Simmons,Fourth & Heart,Fourth & Heart - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43845,43845,,Helio,,fourthandheart.com
Equity Fund,Carolyn Simmons,Lion Tea,Lion Tea - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43845,43845,,Helio,,liontea.com
Equity Fund,Carolyn Simmons,The Good Patch,The Good Patch - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43846,43846,,Helio,,thegoodpatch.com
Equity Fund,Carolyn Simmons,Good Science Beauty,Good Science Beauty - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43846,43846,,Helio,,goodsciencebeauty.com
Equity Fund,Carolyn Simmons,Bizzy Coffee,Bizzy Coffee - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43847,43847,,Inbound,,bizzycoffee.com
Equity Fund,Carolyn Simmons,Redd,Redd - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43851,43851,,Manual,,reddbar.com
Equity Fund,Carolyn Simmons,Made By True,Made By True - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43851,43851,,Helio,,madebytrue.com
Equity Fund,Carolyn Simmons,Otto's Naturals,Otto's Naturals - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43851,43851,,Manual,,ottosnaturals.com
Equity Fund,Carolyn Simmons,Mrs. Patel's,Mrs. Patel's - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43852,43852,,Helio,,mrspatels.co
Equity Fund,Carolyn Simmons,Cha Cha Matcha,Cha Cha Matcha - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43852,43852,,Investor Referral,,chachamatcha.com
Equity Fund,Carolyn Simmons,Cocera Skincare,Cocera Skincare - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43852,43852,,Helio,,coceraskincare.com
Equity Fund,Carolyn Simmons,MISSIO Hair,MISSIO Hair - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43852,43852,,Helio,,missiohair.com
Equity Fund,Carolyn Simmons,Sway,Sway - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43852,43852,,Helio,,lovemysway.com
Equity Fund,Carolyn Simmons,Bootsy Health,Bootsy Health - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43853,43853,,Helio,,bootsyhealth.com
Equity Fund,Carolyn Simmons,TBH Kids,TBH - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43853,43853,,Helio,,tbhkids.com
Equity Fund,Carolyn Simmons,Red Bay Coffee,Red Bay Coffee - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43853,43853,,Helio,,redbaycoffee.com
Equity Fund,Carolyn Simmons,Olive & June,Olive and June - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43853,43853,,Entrepreneur Referral,,oliveandjune.com
Equity Fund,Carolyn Simmons,Orly,Orly - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43853,43853,,Helio,,orlybeauty.com
Equity Fund,Carolyn Simmons,Everyday,Everyday - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43853,43853,,Helio,,everyday-humans.com
Equity Fund,Carolyn Simmons,Kinship,Kinship - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43853,43853,,Manual,,lovekinship.com
Equity Fund,Carolyn Simmons,African Botanics,African Botanics - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43854,43854,,Manual,,africanbotanics.com
Equity Fund,Carolyn Simmons,Sio Beauty,Sio Beauty - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43854,43854,,Inbound,,siobeauty.com
Equity Fund,Carolyn Simmons,Little Sesame,Little Sesame - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43854,43854,,Inbound,,eatlittlesesame.com
Equity Fund,Carolyn Simmons,Playa Beauty,Playa Beauty - January 2020,Closed Passed,Q1-2020,,1/0/00,3,43854,43851,,Inbound,,playabeauty.com
Equity Fund,Carolyn Simmons,Byroe,Byroe - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43854,43854,,Manual,,byroe.com
Equity Fund,Carolyn Simmons,Nounos Creamery,Nounos Creamery - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43857,43857,,Inbound,,nounoscreamery.com
Equity Fund,Carolyn Simmons,Eighth Day Skincare,Eighth Day Skincare - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43858,43858,,Helio,,eighthdayskin.com
Equity Fund,Carolyn Simmons,Obi Soda,Obi Soda - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43858,43858,,Inbound,,obisoda.com
Equity Fund,Carolyn Simmons,Glonuts,Glonuts - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43858,43858,,Manual,,eatglonuts.com
Equity Fund,Carolyn Simmons,Presidio Natural Pet Co,Presidio Natural Pet Co - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43859,43859,,Helio,,presidiopet.com
Equity Fund,Carolyn Simmons,Remrise,Remrise - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43859,43859,,Helio,,getremrise.com
Equity Fund,Carolyn Simmons,Snowing in Space,Snowing in Space - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43859,43859,,Helio,,snowinginspace.com
Equity Fund,Carolyn Simmons,Brewt's,Brewt's - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43859,43859,,Helio,,brewtsmix.com
Equity Fund,Carolyn Simmons,Bear,Bear - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43860,43860,,Helio,,bearltd.com
Equity Fund,Carolyn Simmons,Helmm,Helmm - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43860,43860,,Helio,,helmm.com
Equity Fund,Carolyn Simmons,Higher Education Skincare,Higher Education Skincare - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43860,43860,,Helio,,highereducationskincare.com
Equity Fund,Carolyn Simmons,Ayla Beauty,Ayla Beauty - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43861,43861,,Helio,,aylabeauty.com
Equity Fund,Carolyn Simmons,Susteau,Owa - January 2020,Closed Lost,Q1-2020,,1/0/00,0,43861,43861,,Helio,,susteau.com
Equity Fund,Carolyn Simmons,Hakuna Banana,Hakuna Banana - January 2020,Closed Passed,Q1-2020,,1/0/00,0,43861,43861,,Referral from Borrower,,hakunabanana.com
Equity Fund,Carolyn Simmons,Pillars Yogurt,Pillars Yogurt - December 2019,Closed Passed,Q1-2020,,1/0/00,56,43861,43805,,Manual,,pillarsyogurt.com
Equity Fund,Carolyn Simmons,Black Wolf Nation,Black Wolf Nation - December 2019,Closed Passed,Q1-2020,,1/0/00,37,43861,43824,,Manual,,blackwolfnation.com
Equity Fund,Carolyn Simmons,Revive Superfoods,Revive Superfoods - December 2019,Closed Passed,Q1-2020,,1/0/00,39,43861,43822,,Inbound,,revivesuperfoods.com
Equity Fund,Carolyn Simmons,Stryve Foods,Stryve Foods - October 2019,Closed Passed,Q1-2020,,1/0/00,107,43861,43754,,Helio,,stryvefoods.com
Equity Fund,Carolyn Simmons,Hero Cosmetics,Hero Cosmetics - September 2019,Closed Lost,Q1-2020,,1/0/00,135,43861,43726,,,,herocosmetics.us
Equity Fund,Carolyn Simmons,Honey Belle Shop,Honey Belle Shop - September 2019,Closed Passed,Q1-2020,,1/0/00,134,43862,43728,,Helio,,honeybelleshop.com
Equity Fund,Carolyn Simmons,Empowered Cookie,Empowered - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43864,43864,,Helio,,empoweredcookie.com
Equity Fund,Carolyn Simmons,Needed,Needed - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43864,43864,,Helio,,thisisneeded.com
Equity Fund,Carolyn Simmons,Eat Makhana,Eat Makhana - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43864,43864,,Inbound,,eatmakhana.com
Equity Fund,Carolyn Simmons,OLIKA,OLIKA - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43865,43865,,Helio,,olikalife.com
Equity Fund,Carolyn Simmons,evolution_18,evolution_18 - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43865,43865,,Helio,,evolution18.com
Equity Fund,Carolyn Simmons,Unico Nutrition,Unico Nutrition - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43866,43866,,Helio,,uniconutrition.com
Equity Fund,Carolyn Simmons,Nolita,Nolita - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43866,43866,,Helio,,nolitanatural.com
Equity Fund,Carolyn Simmons,Legends,Legends - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43867,43867,,Helio,,thelegendsbrand.com
Equity Fund,Carolyn Simmons,Amazi Foods,Amazi Foods - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43868,43868,,Helio,,amazifoods.com
Equity Fund,Carolyn Simmons,BYBI Beauty,BYBI Beauty - February 2020,Closed Lost,Q1-2020,,1/0/00,4,43868,43864,,Helio,,bybi.com
Equity Fund,Carolyn Simmons,Lupii,Lupii - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43868,43868,,Helio,,getlupii.com
Equity Fund,Carolyn Simmons,Nomm,Nomm - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43868,43868,,Helio,,nommallday.com
Equity Fund,Carolyn Simmons,Charley St,Charley St - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43872,43872,,Inbound,,charleyst.com
Equity Fund,Carolyn Simmons,The Lip Bar,TheLipBar - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43872,43872,,Helio,,thelipbar.com
Equity Fund,Carolyn Simmons,OffLimits,OffLimits - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43874,43874,,Other Referral,,offlimits.com
Equity Fund,Carolyn Simmons,PYT Beauty,PYT Beauty - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43875,43875,,Manual,,pytbeauty.com
Equity Fund,Carolyn Simmons,Pan's Mushroom Jerky,Pan's Mushroom Jerky - November 2019,Closed Passed,Q1-2020,,1/0/00,81,43876,43795,,Helio,,mushroomjerky.com
Equity Fund,Carolyn Simmons,Jinx,Jinx - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43879,43879,,Helio,,thinkjinx.com
Equity Fund,Carolyn Simmons,Ao Skincare,Ao Skincare - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43879,43879,,Inbound,,aoskincare.com
Equity Fund,Carolyn Simmons,Acaderma,Acaderma - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43879,43879,,Manual,,acaderma.com
Equity Fund,Carolyn Simmons,St. Tropica,St. Tropica - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43881,43881,,Helio,,sttropica.com
Equity Fund,Carolyn Simmons,Studs,Studs - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43881,43881,,Manual,,studs.com
Equity Fund,Carolyn Simmons,Sobel Skin Rx,Sobel Skin Rx - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43882,43882,,Helio,,drsobelskinrx.com
Equity Fund,Carolyn Simmons,Nemi,Nemi - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43882,43882,,Manual,,neminative.com
Equity Fund,Carolyn Simmons,OH - SO CHEESY,OH - SO CHEESY - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43882,43882,,Helio,,ohsocheesy.com
Equity Fund,Carolyn Simmons,zizia botanicals,zizia botanicals - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43882,43882,,Helio,,zizia.land
Equity Fund,Carolyn Simmons,Surface Deep,Surface Deep - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43882,43882,,Helio,,www.surface-deep.com
Equity Fund,Carolyn Simmons,Smarty Pits,Smarty Pits - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43882,43882,,Trade Show,,smartypits.com
Equity Fund,Carolyn Simmons,Havens Kitchen,Havens Kitchen - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43885,43885,,Manual,,havenskitchen.com
Equity Fund,Carolyn Simmons,Pineapple Collaborative,Pineapple Collaborative - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43885,43885,,Manual,,pineapplecollaborative.com
Equity Fund,Carolyn Simmons,Erbology,Erbology - February 2020,Closed Lost,Q1-2020,,1/0/00,0,43885,43885,,Helio,,erbology.co
Equity Fund,Carolyn Simmons,Blume,Blume - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43886,43886,,Helio,,meetblume.com
Equity Fund,Carolyn Simmons,A Pup Above,Grocery Pup - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43888,43888,,Referral from Borrower,,apupabove.com
Equity Fund,Carolyn Simmons,Bow Wow Labs,Bow Wow Labs - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43888,43888,,Helio,,bowwowlabs.com
Equity Fund,Carolyn Simmons,Grubbly Farms,Grubbly Farms - February 2020,Closed Passed,Q1-2020,,1/0/00,0,43888,43888,,Trade Show,,grubblyfarms.com
Equity Fund,Carolyn Simmons,Petipet,Petipet - February 2020,Closed Lost,Q1-2020,,1/0/00,1,43889,43888,,Trade Show,,mstellato@petipetfood.com
Equity Fund,Carolyn Simmons,Tame the Beast,Tame the Beast - December 2019,Closed Passed,Q1-2020,,1/0/00,86,43890,43804,,Helio,,getbeast.com
Equity Fund,Carolyn Simmons,Allyoos,Allyoos - September 2019,Closed Passed,Q1-2020,,1/0/00,159,43890,43731,,Helio,,allyoos.com
Equity Fund,Carolyn Simmons,PYT Beauty,PYT Beauty - October 2019,Closed Passed,Q1-2020,,1/0/00,131,43891,43760,,,,pytbeauty.com
Equity Fund,Carolyn Simmons,Brooklyn Biltong,Brooklyn Biltong - September 2019,Closed Passed,Q1-2020,,1/0/00,165,43891,43726,,Helio,,brooklynbiltong.com
Equity Fund,Carolyn Simmons,Skylar Body,Skylar Body - December 2019,Closed Passed,Q1-2020,,1/0/00,87,43892,43805,,Inbound,,skylar.com
Equity Fund,Carolyn Simmons,Union Snacks,Union Snacks - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43894,43894,,Manual,,unionsnacks.com
Equity Fund,Carolyn Simmons,Kombucha Town,Kombucha Town - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43895,43895,,Helio,,kombuchatown.com
Equity Fund,Carolyn Simmons,Kalahari Biltong,Kalahari Biltong - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43895,43895,,Inbound,,eatbiltong.com
Equity Fund,Carolyn Simmons,Project Blu,Project Blu - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43899,43899,,Entrepreneur Referral,,projectblu.co
Equity Fund,Carolyn Simmons,Holy Kombucha,Holy Kombucha - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43899,43899,,Helio,,holykombucha.com
Equity Fund,Carolyn Simmons,Bazzy's,Bazzy's - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43899,43899,,Helio,,bazzyskefir.com
Equity Fund,Carolyn Simmons,Kids Luv,Kids Luv - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43900,43900,,Helio,,kidsluv.com
Equity Fund,Carolyn Simmons,Oath,Oath - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43900,43900,,Helio,,oathlife.com
Equity Fund,Carolyn Simmons,Pomelo,Pomelo - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43900,43900,,Helio,,pomelo-co.com
Equity Fund,Carolyn Simmons,Woken Coffee,Woken Coffee - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43900,43900,,Helio,,woken.coffee
Equity Fund,Carolyn Simmons,pawtitas,pawtitas - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43901,43901,,Trade Show,,pawtitas.com
Equity Fund,Carolyn Simmons,Supernal,Supernal - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43901,43901,,Manual,,supernal.co
Equity Fund,Carolyn Simmons,Graydon,Graydon - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43901,43901,,Helio,,graydonskincare.com
Equity Fund,Carolyn Simmons,JimmyBar,JimmyBar - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43902,43902,,Helio,,jimmybars.com
Equity Fund,Carolyn Simmons,Just Date Syrup,Just Date Syrup - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43902,43902,,Trade Show,,justdatesyrup.com
Equity Fund,Carolyn Simmons,Lume,Lume - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43902,43902,,Helio,,eatlume.co
Equity Fund,Carolyn Simmons,Femmpharma,Femmpharma - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43903,43903,,Helio,,femmepharma.com
Equity Fund,Carolyn Simmons,Circumference,Circumference - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43903,43903,,Manual,,circumferencenyc.com
Equity Fund,Carolyn Simmons,Cleveland Kitchen,Cleveland Kraut - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43903,43903,,Helio,,clevelandkraut.com
Equity Fund,Carolyn Simmons,AWAKE Chocolate,AWAKE Chocolate - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43903,43903,,Helio,,awakechocolate.com
Equity Fund,Carolyn Simmons,Angela Caglia,Angela Caglia - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43906,43906,,Inbound,,angelacaglia.com
Equity Fund,Carolyn Simmons,Suzie's,Suzie's - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43906,43906,,Inbound,,goodgroceries.com
Equity Fund,Carolyn Simmons,Rebel Green,Rebel Green - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43906,43906,,Other,,rebelgreen.com
Equity Fund,Carolyn Simmons,Petkind,Petkind - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43907,43907,,Trade Show,,petkind.com
Equity Fund,Carolyn Simmons,MAGIC DATES,MAGIC DATES - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43907,43907,,Helio,,magicdatesbites.com
Equity Fund,Carolyn Simmons,Fronen,fronen - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43908,43908,,Manual,,eatfronen.com
Equity Fund,Carolyn Simmons,baydog,baydog - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43908,43908,,Helio,,baydog.com
Equity Fund,Carolyn Simmons,Run Gum,Run Gum - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43908,43908,,Other,,rungum.com
Equity Fund,Carolyn Simmons,Sweet Reason,Sweet Reason - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43909,43909,,Helio,,drinksweetreason.com
Equity Fund,Carolyn Simmons,Humming Hemp,Humming Hemp - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43909,43909,,Investor Referral,,thehumminggroup.com
Equity Fund,Carolyn Simmons,BranchOut (fka AvoLov),AvoLov - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43910,43910,,Helio,,branchoutfood.com
Equity Fund,Carolyn Simmons,Native State Foods,Purely Pinole - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43910,43910,,Other,,nativestatefoods.com
Equity Fund,Carolyn Simmons,Crown Affair,Crown Affair - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43910,43910,,Manual,,crownaffair.com
Equity Fund,Carolyn Simmons,ZEGO,ZEGO - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43913,43913,,Helio,,zegosnacks.com
Equity Fund,Carolyn Simmons,Naturade,Naturade - March 2020,Closed Passed,Q1-2020,,1/0/00,1,43913,43912,,Inbound,,naturade.com
Equity Fund,Carolyn Simmons,Logic Products,Logic Products - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43915,43915,,Referral from CircleUp Employee,,logicproducts.com
Equity Fund,Carolyn Simmons,Kora Organics,Kora Organics - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43915,43915,,Helio,,koraorganics.com
Equity Fund,Carolyn Simmons,One Ocean Beauty,One Ocean Beauty - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43915,43915,,Helio,,oneoceanbeauty.com
Equity Fund,Carolyn Simmons,Highborn,Highborn - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43915,43915,,Manual,,highborn.nyc
Equity Fund,Carolyn Simmons,EVENPRIME,EVENPRIME - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43915,43915,,Helio,,evenprime.co
Equity Fund,Carolyn Simmons,Act+Acre,Act+Acre - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43915,43915,,Manual,,actandacre.com
Equity Fund,Carolyn Simmons,Ruck Pack,Ruck Pack - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43915,43915,,Other Referral,,ruckpack.com
Equity Fund,Carolyn Simmons,Bizzy Coffee,Bizzy Coffee - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43916,43916,,Inbound,,bizzycoffee.com
Equity Fund,Carolyn Simmons,Beneath Your Mask,Beneath Your Mask - March 2020,Closed Lost,Q1-2020,,1/0/00,0,43917,43917,,Helio,,beneathyourmask.com
Equity Fund,Carolyn Simmons,Red Thread Coffee,Red Thread Coffee - March 2020,Closed Passed,Q1-2020,,1/0/00,0,43918,43918,,Helio,,redthreadcoffee.com
